Global_AMRscore,Global_AMRclass,Global_AMRgene,Global_VFscore,China_AMRscore,China_AMRclass,China_AMRgene,China_VFscore,Africa_AMRscore,Africa_AMRclass,Africa_AMRgene,Africa_VFscore,EU_AMRscore,EU_AMRclass,EU_AMRgene,EU_VFscore,USA_AMRscore,USA_AMRclass,USA_AMRgene,USA_VFscore
0.7,3.94,6.35,0.78,1.18,7.07,12.24,1.24,1.03,5.89,9.35,0.66,0.74,3.22,4.43,0.52,0.5,2.63,3.79,0.41
0.55,3.63,5.95,0.45,1.2,6.94,12.75,1.18,1.24,6.31,9.84,0.92,0.66,3.69,5.23,0.59,0.32,2.03,2.82,0.3
0.58,3.15,4.5,0.81,1.2,7.67,13.66,1.29,1.13,6.17,9.57,0.74,0.57,2.76,3.65,0.4,0.44,2.26,3.0,0.22
0.71,4.2,6.88,0.61,1.2,6.53,10.79,1.27,1.06,6.13,9.41,0.71,0.6,3.0,4.0,0.52,0.48,2.39,3.34,0.25
0.85,4.74,8.05,0.62,1.22,7.35,13.32,0.93,1.05,5.96,9.06,0.58,0.65,3.3,4.66,0.5,0.57,2.67,3.76,0.35
0.74,4.33,7.87,0.54,1.27,6.99,12.04,1.08,1.11,6.23,9.72,0.72,0.67,3.11,4.27,0.48,0.46,2.51,3.45,0.3
0.67,3.42,5.14,0.55,1.27,7.0,11.9,1.1,1.07,6.02,9.8,0.79,0.53,3.04,4.07,0.43,0.45,2.2,2.98,0.34
0.82,3.93,5.56,0.47,1.23,7.32,13.54,0.88,1.03,5.83,9.48,0.69,0.57,3.03,4.3,0.52,0.49,2.6,3.67,0.48
0.72,3.91,6.87,0.6,1.44,7.51,12.2,1.27,1.09,5.97,9.47,0.59,0.67,3.35,4.83,0.51,0.55,2.7,3.84,0.49
0.8,4.51,7.03,0.66,1.13,7.21,12.41,1.21,1.14,6.13,9.65,0.79,0.81,3.72,5.08,0.45,0.36,1.98,2.82,0.37
0.63,3.84,6.28,0.69,1.16,7.33,12.91,1.34,1.02,5.82,8.92,0.62,0.55,3.06,4.18,0.53,0.51,2.81,4.03,0.34
0.69,3.57,5.5,0.64,1.22,6.74,11.27,1.1,1.05,5.91,9.28,0.73,0.55,2.9,4.1,0.56,0.51,2.66,3.62,0.41
0.76,4.5,7.51,0.84,1.28,6.9,12.05,1.07,1.13,6.09,9.69,0.72,0.73,3.36,4.86,0.57,0.51,2.6,3.63,0.29
0.52,3.51,5.49,0.64,1.29,7.41,12.3,1.3,1.09,5.94,9.59,0.82,0.67,3.48,4.98,0.45,0.5,2.61,3.85,0.4
0.94,5.19,9.28,0.85,1.39,7.82,14.51,1.02,1.08,5.86,9.14,0.72,0.67,3.75,5.28,0.34,0.47,2.54,3.51,0.36
0.87,4.67,7.91,0.62,1.27,6.94,11.9,0.9,1.0,5.51,8.49,0.65,0.67,3.26,4.58,0.68,0.51,2.72,3.89,0.41
0.81,5.11,7.87,0.62,1.29,6.92,12.83,1.14,1.06,6.11,9.81,0.77,0.57,3.23,4.65,0.44,0.53,2.25,3.03,0.42
0.78,4.0,6.02,0.67,1.14,6.98,12.4,1.03,1.18,6.4,10.11,0.67,0.78,3.76,5.53,0.46,0.35,2.09,2.9,0.35
0.7,4.15,6.18,0.69,1.16,6.63,11.3,1.19,1.19,6.43,10.16,0.65,0.63,3.49,4.99,0.53,0.55,2.73,3.96,0.49
0.82,4.37,6.9,0.62,1.23,6.97,12.6,1.2,1.1,6.13,9.69,0.66,0.55,2.7,3.72,0.55,0.63,3.02,4.11,0.48
0.65,3.58,5.46,0.52,1.34,7.76,13.31,1.28,1.1,5.98,9.21,0.73,0.67,2.81,4.03,0.42,0.48,2.36,3.3,0.34
0.75,3.74,5.96,0.79,1.2,7.43,13.54,1.22,1.02,5.65,8.88,0.59,0.76,3.71,5.27,0.4,0.44,2.47,3.37,0.4
0.8,4.92,7.94,0.57,1.14,6.74,11.41,1.05,1.11,6.17,9.99,0.74,0.68,3.19,4.73,0.52,0.53,2.81,4.0,0.32
0.78,3.86,5.76,0.62,1.12,6.68,10.72,1.4,1.06,6.05,9.49,0.77,0.63,2.86,3.78,0.32,0.49,2.71,3.58,0.39
0.82,4.9,8.34,0.75,1.13,6.9,12.55,1.18,1.08,5.97,9.44,0.71,0.59,3.22,4.51,0.35,0.4,2.06,2.83,0.36
0.63,3.82,5.82,0.72,1.34,7.76,13.47,1.3,1.03,5.87,9.04,0.66,0.65,3.14,4.33,0.48,0.48,2.49,3.61,0.27
0.63,4.0,6.55,0.73,1.32,7.25,11.92,1.3,1.14,6.04,9.56,0.68,0.73,3.27,4.72,0.34,0.5,2.41,3.41,0.4
0.78,4.04,6.27,0.48,1.27,6.88,11.27,1.1,1.0,5.66,8.81,0.7,0.79,3.51,4.92,0.48,0.52,2.78,4.13,0.4
0.67,3.44,5.2,0.68,1.3,7.25,13.12,1.08,1.19,6.42,10.18,0.81,0.74,3.08,4.27,0.62,0.46,2.42,3.39,0.44
0.7,3.96,6.25,0.73,1.33,7.15,12.03,1.38,0.97,5.84,8.9,0.61,0.61,3.32,4.7,0.34,0.39,2.17,2.94,0.33
0.78,4.73,7.54,0.6,1.29,7.34,12.72,0.98,1.06,6.07,9.57,0.75,0.71,3.52,5.01,0.51,0.51,2.6,3.7,0.32
0.69,4.1,6.88,0.7,1.08,7.0,12.49,1.16,1.14,6.15,9.38,0.72,0.7,3.59,5.36,0.49,0.64,2.81,3.75,0.48
0.73,3.9,6.0,0.68,1.21,7.15,12.61,0.99,1.15,6.11,9.57,0.66,0.63,2.63,3.55,0.44,0.42,2.26,3.21,0.41
0.69,4.56,7.06,0.6,1.35,7.5,12.92,1.26,1.07,6.21,9.66,0.71,0.59,2.92,4.19,0.49,0.38,2.05,2.76,0.32
0.62,3.34,4.92,0.79,1.23,6.64,11.27,1.27,1.18,6.13,9.4,0.72,0.68,3.47,5.17,0.66,0.29,2.01,3.14,0.33
0.83,4.6,6.8,0.77,1.19,7.0,12.32,1.07,1.1,6.14,9.59,0.79,0.53,2.76,3.7,0.39,0.4,2.2,3.09,0.3
0.66,4.3,6.49,0.67,1.31,7.31,13.03,1.0,1.07,6.22,9.89,0.68,0.61,3.08,4.36,0.43,0.42,2.16,2.84,0.46
0.8,4.14,6.25,0.59,1.33,7.28,12.61,1.37,1.12,5.84,9.06,0.64,0.72,3.18,4.5,0.53,0.5,2.41,3.35,0.39
0.77,4.7,7.15,0.64,1.36,7.51,12.39,1.18,1.08,6.1,10.07,0.82,0.68,3.32,4.88,0.57,0.55,2.59,3.66,0.46
0.62,3.91,5.76,0.59,1.23,6.87,11.51,1.43,1.03,5.88,9.16,0.75,0.64,2.99,3.98,0.51,0.36,2.14,2.93,0.34
0.72,4.02,6.33,0.79,1.38,7.37,12.8,0.97,1.03,5.88,9.38,0.63,0.57,2.84,3.66,0.43,0.42,2.34,3.28,0.28
0.88,4.69,7.51,0.7,1.24,7.61,13.44,1.19,1.1,5.99,9.61,0.73,0.69,3.52,4.79,0.43,0.47,2.6,3.74,0.3
0.73,4.31,7.07,0.64,1.29,7.44,12.8,1.0,1.12,5.9,9.13,0.72,0.63,3.12,4.13,0.43,0.47,2.49,3.48,0.38
0.81,4.29,6.22,0.8,1.42,7.02,11.65,1.2,1.15,6.32,9.98,0.72,0.63,3.18,4.43,0.65,0.4,2.18,2.98,0.41
0.66,3.23,4.41,0.66,1.31,7.08,12.08,1.2,1.17,6.21,10.06,0.78,0.64,2.96,4.17,0.45,0.51,2.5,3.56,0.33
0.71,3.71,5.62,0.58,1.21,7.46,13.04,1.05,1.09,5.9,9.54,0.7,0.48,2.78,3.94,0.66,0.6,2.74,3.8,0.37
0.66,3.62,5.43,0.67,1.3,7.68,13.35,1.02,1.11,5.75,9.39,0.95,0.63,2.76,3.87,0.42,0.4,2.21,3.07,0.34
1.0,4.87,7.52,0.62,1.26,7.27,12.1,1.22,1.09,5.97,9.2,0.63,0.77,3.65,5.03,0.47,0.5,2.33,3.16,0.34
0.74,3.9,5.97,0.69,1.33,7.36,11.95,1.1,1.08,5.87,9.22,0.68,0.57,3.1,4.18,0.48,0.51,2.36,3.36,0.34
0.79,4.22,6.64,0.53,1.27,6.98,10.96,1.48,1.06,5.52,8.61,0.65,0.66,3.22,4.48,0.49,0.41,2.16,3.05,0.39
0.74,4.43,7.36,0.56,1.29,7.19,12.14,1.44,1.03,5.8,8.96,0.63,0.46,2.95,4.2,0.68,0.65,2.83,3.77,0.51
0.74,4.2,6.67,0.74,1.25,7.67,14.04,1.41,1.03,5.77,9.1,0.63,0.69,3.63,5.1,0.44,0.54,2.53,3.54,0.5
0.74,4.24,6.31,0.58,1.29,7.17,12.46,0.92,1.1,5.99,9.32,0.73,0.52,3.09,4.37,0.44,0.47,2.4,3.29,0.33
0.73,4.28,6.49,0.5,1.14,7.3,12.85,1.27,1.04,5.8,8.94,0.63,0.57,2.99,4.44,0.39,0.6,2.78,3.86,0.45
0.79,4.77,7.87,0.85,1.04,6.98,12.39,0.9,1.02,5.92,9.48,0.71,0.61,3.34,4.81,0.5,0.45,2.5,3.42,0.47
0.65,4.26,6.59,0.67,1.14,6.72,11.76,1.02,1.1,6.05,9.33,0.84,0.65,3.18,4.59,0.63,0.4,2.09,2.75,0.4
0.72,4.22,6.6,1.01,1.08,6.86,11.96,1.0,1.14,6.29,9.95,0.76,0.64,3.37,4.8,0.48,0.36,2.06,3.08,0.27
0.75,3.93,6.38,0.69,1.36,6.72,11.56,1.11,1.14,5.85,9.22,0.74,0.76,2.98,4.03,0.46,0.39,1.99,2.81,0.21
0.75,4.03,6.11,0.71,1.23,6.88,12.62,0.97,1.22,6.55,10.63,0.78,0.62,3.38,5.02,0.68,0.51,2.61,3.52,0.37
0.61,3.77,5.78,0.85,1.21,6.81,11.89,0.84,1.18,6.33,10.41,0.89,0.61,2.75,3.81,0.72,0.53,2.71,3.71,0.47
0.75,4.24,6.82,0.52,1.25,7.21,12.23,1.16,1.04,5.84,8.73,0.61,0.59,3.13,4.22,0.43,0.43,2.32,3.19,0.39
0.72,3.67,5.3,0.72,1.21,6.79,11.54,1.16,1.15,6.0,9.43,0.68,0.71,2.79,3.66,0.51,0.37,2.11,2.9,0.3
0.57,3.66,5.66,0.65,1.15,6.76,12.02,0.93,1.13,6.11,9.64,0.71,0.69,3.06,4.4,0.5,0.45,2.48,3.69,0.38
0.76,5.15,8.87,0.77,1.23,7.04,12.11,0.96,1.07,6.06,9.72,0.74,0.69,2.96,3.92,0.59,0.51,2.72,3.86,0.39
0.71,3.63,5.5,0.51,1.29,7.12,11.36,0.96,1.11,6.03,9.64,0.7,0.74,3.41,4.56,0.44,0.52,2.41,3.28,0.4
0.8,4.47,6.98,0.71,1.18,6.99,11.77,1.25,1.0,5.73,8.93,0.67,0.6,3.31,4.44,0.54,0.4,2.26,3.17,0.32
0.87,4.57,6.82,0.73,1.21,7.12,12.5,1.24,1.2,6.53,10.56,0.91,0.64,3.18,4.31,0.55,0.63,2.78,3.77,0.48
0.83,4.23,6.3,0.47,1.23,7.21,12.21,1.04,1.05,5.85,9.63,0.73,0.65,3.15,4.25,0.51,0.45,1.95,2.53,0.22
0.87,5.04,7.61,0.54,1.1,7.04,12.81,1.03,1.15,6.1,9.72,0.81,0.75,3.9,5.73,0.45,0.51,2.81,3.97,0.45
0.7,3.87,6.36,0.78,1.2,6.62,11.59,1.0,1.07,5.9,8.77,0.69,0.74,3.16,4.52,0.58,0.62,3.25,4.71,0.43
0.8,4.09,6.26,0.79,1.29,7.17,12.15,1.2,1.04,5.57,8.24,0.66,0.58,2.74,3.88,0.46,0.47,2.58,3.63,0.35
0.81,4.23,6.35,0.82,1.21,7.38,12.98,1.08,1.16,6.41,10.27,0.82,0.73,3.3,4.43,0.51,0.53,2.69,3.65,0.35
0.8,4.21,6.91,0.63,1.06,6.56,11.71,1.07,1.15,6.35,10.26,0.73,0.62,3.33,4.8,0.66,0.44,2.53,3.42,0.39
0.65,4.06,6.3,0.48,1.3,7.08,12.9,0.95,1.13,6.08,9.61,0.79,0.66,3.44,4.63,0.35,0.54,2.9,4.2,0.5
0.72,3.98,6.24,0.91,1.01,6.73,12.32,0.78,0.97,5.68,9.13,0.54,0.78,3.82,5.59,0.74,0.55,2.61,3.56,0.42
0.71,4.44,6.67,0.72,1.29,7.49,13.12,1.21,1.07,6.22,9.69,0.79,0.63,3.68,5.14,0.51,0.47,2.48,3.49,0.3
0.95,4.97,7.63,0.67,1.07,6.85,11.96,0.84,1.21,6.34,10.29,0.81,0.62,3.31,4.4,0.5,0.36,1.9,2.64,0.24
0.77,3.87,6.2,0.8,1.19,7.39,12.8,1.29,1.03,6.08,9.35,0.61,0.65,3.33,4.67,0.54,0.39,2.21,3.12,0.4
0.79,4.18,6.62,0.82,1.25,7.02,11.95,1.32,1.05,5.83,9.04,0.73,0.64,3.11,4.32,0.6,0.59,2.77,3.72,0.5
0.73,4.63,7.46,0.47,1.16,6.24,10.46,1.26,1.06,5.83,8.99,0.62,0.57,3.08,4.36,0.47,0.46,2.3,3.03,0.39
0.64,4.04,6.39,0.75,1.42,7.12,12.66,1.09,1.0,5.82,8.69,0.6,0.74,3.33,4.9,0.43,0.5,2.04,2.78,0.38
0.88,4.08,5.89,0.79,1.17,7.23,12.76,1.07,1.16,6.33,10.15,0.85,0.57,3.42,4.91,0.49,0.41,2.42,3.43,0.33
0.89,4.61,7.21,0.61,1.12,6.62,11.06,1.45,1.12,6.0,9.31,0.77,0.6,3.15,4.66,0.57,0.46,2.33,3.17,0.48
0.77,3.77,6.3,0.59,1.29,7.69,14.34,0.92,1.15,6.02,9.28,0.82,0.63,3.26,4.5,0.49,0.5,2.56,3.68,0.39
0.66,4.06,6.41,0.45,1.18,7.13,12.28,1.4,1.1,5.86,9.53,0.75,0.52,3.11,4.33,0.5,0.36,2.49,3.8,0.29
0.76,3.93,5.9,0.94,1.21,6.61,10.54,1.25,1.02,5.79,9.18,0.67,0.56,3.14,4.47,0.66,0.51,2.72,3.89,0.4
0.81,4.15,6.06,0.59,1.15,6.45,10.11,1.11,1.18,6.3,10.24,0.77,0.68,3.61,5.31,0.46,0.63,3.01,4.21,0.44
0.72,3.71,5.52,0.59,1.17,6.68,11.67,1.18,1.11,5.82,9.29,0.69,0.75,3.32,4.6,0.46,0.59,2.79,3.96,0.5
0.7,3.85,5.93,0.84,1.2,7.31,13.28,1.14,1.1,5.95,9.32,0.81,0.7,3.27,4.67,0.48,0.4,2.12,3.11,0.35
0.65,3.87,6.1,0.42,1.19,6.98,13.05,1.27,1.0,6.01,9.43,0.6,0.7,3.15,4.23,0.37,0.58,2.8,3.93,0.31
0.74,3.97,6.59,0.67,1.2,7.22,12.09,1.28,1.04,5.84,9.03,0.67,0.69,2.77,3.88,0.37,0.42,2.42,3.44,0.35
0.68,3.95,6.2,0.68,1.38,7.56,12.86,1.34,1.09,6.0,9.59,0.69,0.57,3.45,5.06,0.44,0.31,1.76,2.53,0.41
0.67,4.1,6.09,0.66,1.3,7.04,11.88,1.31,1.14,6.21,9.58,0.75,0.45,2.6,3.7,0.5,0.57,2.55,3.43,0.44
0.8,4.49,6.46,0.83,1.25,7.45,13.48,1.21,1.03,5.92,9.18,0.6,0.7,2.92,4.23,0.41,0.31,1.87,2.62,0.38
0.74,3.85,5.62,0.62,1.12,7.17,12.34,1.2,1.1,6.06,9.98,0.77,0.63,2.88,3.94,0.38,0.47,2.49,3.7,0.36
0.83,4.0,6.0,0.62,1.22,7.26,12.95,0.82,1.11,6.02,9.41,0.71,0.67,3.27,4.35,0.59,0.44,2.27,3.31,0.39
0.77,3.91,5.77,0.72,1.56,7.8,12.83,1.16,1.14,6.14,9.7,0.79,0.62,2.94,4.04,0.57,0.53,2.67,3.87,0.41
0.79,4.27,7.11,0.55,1.22,6.8,11.68,0.95,1.1,5.92,9.45,0.81,0.6,3.49,4.99,0.68,0.48,2.32,3.18,0.44
0.7,4.44,6.52,0.85,1.05,6.77,11.91,1.28,1.12,6.23,9.74,0.79,0.56,3.34,4.49,0.43,0.43,2.38,3.46,0.24
0.78,4.35,6.98,0.52,1.24,6.92,11.06,1.34,1.14,5.9,9.6,0.72,0.67,2.63,3.54,0.53,0.58,2.88,4.07,0.39
0.65,3.74,5.49,0.72,1.3,6.85,11.5,1.09,0.99,5.67,8.93,0.63,0.72,3.22,4.31,0.49,0.51,2.67,3.86,0.42
0.74,4.04,6.08,0.57,1.19,7.32,12.78,1.16,1.14,6.17,9.5,0.82,0.65,2.79,3.85,0.31,0.4,2.08,2.99,0.25
0.71,4.36,7.15,0.78,1.25,7.32,12.0,1.31,1.18,6.12,9.55,0.66,0.8,3.47,4.89,0.47,0.39,2.08,2.97,0.23
0.78,4.37,6.78,0.54,1.18,7.25,12.6,1.0,1.12,6.46,10.42,0.84,0.43,2.52,3.66,0.58,0.48,2.34,3.28,0.39
0.88,4.34,6.73,0.55,1.32,7.12,11.45,1.22,1.12,6.15,9.59,0.75,0.59,3.15,4.56,0.44,0.42,2.25,3.18,0.35
0.67,4.3,6.88,0.45,1.25,7.2,13.07,1.11,1.06,5.78,9.0,0.69,0.64,3.11,4.19,0.45,0.36,2.03,2.95,0.36
0.68,3.88,6.23,0.53,1.31,7.55,13.06,1.22,1.03,5.96,9.48,0.7,0.67,2.65,3.69,0.5,0.51,2.58,3.61,0.54
1.0,5.48,8.68,0.76,1.32,7.57,12.92,1.05,1.1,6.08,9.84,0.81,0.63,3.03,4.28,0.45,0.59,2.69,3.88,0.32
0.86,4.4,7.2,0.59,1.19,7.28,13.58,1.04,1.08,6.1,9.58,0.61,0.78,3.41,4.58,0.56,0.55,2.62,3.59,0.39
0.81,4.23,6.48,0.58,1.35,7.91,13.22,1.27,1.09,5.87,9.0,0.65,0.73,3.5,4.96,0.59,0.39,2.05,2.92,0.38
0.65,4.16,6.53,0.66,1.28,7.38,13.05,1.09,1.08,5.91,9.47,0.7,0.59,2.64,3.92,0.53,0.44,2.29,3.27,0.5
0.59,4.33,6.6,0.82,1.26,7.15,12.72,1.11,1.13,5.98,9.44,0.66,0.65,3.64,5.15,0.57,0.5,2.37,3.3,0.38
0.77,4.31,6.68,0.67,1.24,7.54,14.15,1.05,1.05,5.83,9.0,0.75,0.78,3.68,5.31,0.43,0.48,2.36,3.27,0.49
0.69,3.9,6.48,0.6,1.16,6.78,11.12,1.3,1.08,6.09,9.57,0.73,0.84,3.39,4.7,0.53,0.48,2.69,3.84,0.46
0.83,5.01,7.63,0.75,1.33,7.2,12.89,1.28,1.19,6.61,10.87,0.82,0.52,2.93,4.2,0.59,0.36,2.42,3.31,0.37
0.76,4.22,6.41,0.69,1.35,7.78,14.66,1.28,1.21,6.3,9.72,0.82,0.72,3.47,4.97,0.49,0.46,2.29,3.17,0.42
0.63,3.65,5.82,0.57,1.35,7.01,12.41,0.97,1.05,5.86,9.4,0.67,0.73,3.49,4.99,0.63,0.52,2.47,3.43,0.31
0.91,4.79,7.24,0.55,1.2,6.48,11.04,1.2,1.05,5.78,8.77,0.72,0.74,3.5,5.09,0.27,0.33,2.26,3.36,0.28
0.7,4.45,6.44,0.7,1.15,7.47,14.23,1.27,1.14,6.2,9.92,0.7,0.6,3.23,4.57,0.52,0.4,2.49,3.48,0.25
0.78,4.47,7.48,0.64,1.11,6.71,11.44,1.24,1.06,5.84,9.21,0.67,0.7,3.42,4.83,0.35,0.56,2.58,3.59,0.41
0.76,3.86,6.19,0.68,1.13,6.74,11.84,1.17,1.09,6.09,9.63,0.73,0.61,3.07,4.31,0.63,0.48,2.52,3.5,0.56
0.82,4.48,6.83,0.6,1.11,7.02,11.97,0.98,1.06,5.89,9.54,0.78,0.85,3.19,4.51,0.41,0.37,2.24,3.19,0.53
0.63,3.69,6.32,0.51,1.21,7.26,12.46,1.22,1.18,6.01,9.56,0.74,0.64,2.9,3.69,0.42,0.49,2.42,3.25,0.38
0.79,4.36,6.72,0.52,1.31,6.88,11.18,1.03,1.18,6.18,10.23,0.79,0.47,2.88,4.01,0.55,0.5,2.42,3.44,0.4
0.69,4.51,7.12,0.61,1.15,6.9,12.04,1.16,1.12,6.34,10.06,0.71,0.57,3.03,4.1,0.65,0.59,2.92,4.07,0.42
0.73,3.74,5.93,0.59,1.35,7.12,11.84,1.14,1.21,6.3,10.0,0.79,0.59,3.1,4.49,0.48,0.54,2.54,3.57,0.39
0.69,3.97,6.86,0.81,1.24,7.5,14.29,1.09,1.11,6.04,9.57,0.7,0.72,3.29,4.55,0.42,0.43,2.07,2.89,0.37
0.84,4.65,7.53,0.78,1.23,7.5,13.25,1.13,1.07,5.79,8.98,0.77,0.51,2.61,3.76,0.56,0.48,2.41,3.33,0.37
0.85,5.0,7.51,0.73,1.31,7.45,13.14,0.99,1.08,6.05,9.49,0.73,0.75,3.17,4.45,0.48,0.48,2.57,3.69,0.46
0.85,4.74,7.57,0.54,1.16,6.66,11.87,1.08,1.08,5.9,9.41,0.76,0.52,3.37,4.8,0.39,0.48,2.36,3.35,0.57
0.73,4.11,6.46,0.57,1.37,7.55,13.9,1.25,1.08,5.96,9.24,0.73,0.62,3.17,4.63,0.69,0.59,2.79,3.81,0.46
0.72,3.77,5.85,0.63,1.46,7.42,12.54,1.45,1.08,6.26,9.64,0.67,0.84,3.93,5.79,0.44,0.34,1.78,2.49,0.33
0.77,4.42,6.74,0.63,1.19,6.98,11.81,1.03,0.98,5.59,8.34,0.52,0.55,2.87,3.8,0.38,0.36,2.07,2.96,0.35
0.8,4.44,7.13,0.57,1.24,6.9,11.29,1.23,1.07,5.81,9.27,0.85,0.59,3.08,4.35,0.42,0.56,2.51,3.59,0.35
0.73,4.19,6.55,0.87,1.15,7.28,12.57,1.14,1.03,5.89,9.54,0.73,0.53,3.19,4.52,0.6,0.58,2.48,3.33,0.39
0.85,4.14,6.9,0.57,1.23,7.2,13.24,1.35,1.19,6.48,10.18,0.71,0.46,2.75,3.92,0.64,0.64,3.26,4.67,0.45
0.8,4.07,6.14,0.55,1.37,6.96,11.11,1.31,1.12,5.97,8.96,0.61,0.67,3.19,4.58,0.51,0.55,2.5,3.3,0.37
0.88,4.19,6.21,0.67,1.2,6.94,11.77,1.16,1.11,6.1,9.5,0.76,0.66,3.03,3.92,0.41,0.55,2.53,3.59,0.39
0.64,3.48,5.41,0.49,1.34,7.34,13.35,1.13,1.05,5.96,9.22,0.79,0.68,3.72,5.23,0.32,0.45,2.66,3.68,0.34
0.79,4.1,6.46,0.59,1.24,6.95,11.17,0.98,1.04,5.72,9.23,0.69,0.62,3.36,4.37,0.56,0.61,2.66,3.7,0.34
0.64,3.63,5.76,0.51,1.29,7.36,12.41,1.2,1.11,5.97,9.63,0.79,0.69,3.13,4.56,0.54,0.38,2.06,2.97,0.28
0.87,4.86,7.58,0.6,1.2,6.96,11.9,1.12,1.12,5.9,8.9,0.64,0.72,3.5,4.66,0.35,0.49,2.42,3.29,0.3
0.74,4.39,6.96,0.6,1.27,7.39,13.08,1.07,1.05,5.5,8.26,0.65,0.61,3.27,4.53,0.46,0.36,1.99,2.79,0.37
0.84,4.87,7.31,0.75,1.29,7.55,13.05,1.01,1.05,5.91,9.07,0.69,0.71,3.13,4.2,0.4,0.49,2.68,3.72,0.44
